SY,Date,Site,Plot,Quadrat,Water_depth_cm,Tall_seedling_cm,Tall_seedling_sp,Tall_sapling_cm,Tall_sapling_sp,MD_cover,RHMA_props_roots,RHMA_props_noroots,RHMA_propagules,RHMA_seedlings,RHMA_saplings,LARA_props_roots,LARA_props_noroots,LARA_propagules,LARA_seedlings,LARA_saplings,AVGE_props_roots,AVGE_props_noroots,AVGE_propagules,AVGE_seedlings,AVGE_saplings,Total_saplings,Notes
2023,11/11/2022,Magens Bay,B,East,,0,,0,,none,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
2023,11/11/2022,Magens Bay,B,North,,0,,0,,none,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/11/2022,Magens Bay,B,South,,0,,330,,none,0,0,0,0,2,50,0,50,0,0,0,0,0,0,0,2,
2023,11/11/2022,Magens Bay,B,West,,0,,0,,none,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,
2023,11/11/2022,Magens Bay,C,East,,0,,380,RHMA,none,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,
2023,11/11/2022,Magens Bay,C,North,,0,,415,RHMA,none,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,
2023,11/11/2022,Magens Bay,C,South,,0,,230,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2023,11/11/2022,Magens Bay,C,West,,0,,470,RHMA,none,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
2023,11/21/2022,Mandahl Bay,A,East,7.1,7.1,LARA,236,LARA,none,0,0,0,0,0,15,0,15,11,1,0,0,0,0,0,1,
2023,11/21/2022,Mandahl Bay,A,North,1.5,7,LARA,109,LARA,none,0,1,1,0,0,13,0,13,35,4,0,0,0,0,0,4,
2023,11/21/2022,Mandahl Bay,A,South,20.1,10.9,LARA,0,,none,0,0,0,0,0,1,1,2,9,0,0,0,0,0,0,0,
2023,11/21/2022,Mandahl Bay,A,West,2.9,9,LARA,287,LARA,none,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,10,
2023,11/21/2022,Mandahl Bay,B,East,0,22.9,LARA,0,,little,1,0,1,1,0,0,0,0,41,0,0,0,0,0,0,0,
2023,11/21/2022,Mandahl Bay,B,North,0,32.1,RHMA,325,LARA,none,2,1,3,2,0,552,480,1032,854,3,0,0,0,0,0,3,
2023,11/21/2022,Mandahl Bay,B,South,20.1,6.8,LARA,0,,none,0,0,0,0,0,29,8,37,46,0,0,0,0,0,0,0,
2023,11/21/2022,Mandahl Bay,B,West,0,8.5,LARA,102,LARA,little,5,2,7,0,1,298,67,365,1627,0,0,0,0,0,0,1,
2023,11/21/2022,Mandahl Bay,C,East,6.1,43,LARA,169,LARA,none,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,5,LARA sapling total adjusted (+5) according to sapling height datasheet
2023,11/21/2022,Mandahl Bay,C,North,10.1,8.5,LARA,0,,none,0,0,0,0,0,43,0,43,18,0,0,0,0,0,0,0,
2023,11/21/2022,Mandahl Bay,C,South,0,9.2,LARA,215,LARA,none,0,0,0,0,0,6,3,9,259,1,0,0,0,0,0,1,
2023,11/21/2022,Mandahl Bay,C,West,0,10,LARA,0,,none,0,0,0,0,0,6,0,6,37,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,A,East,0,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,A,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,A,South,0,0,,0,,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 dead RHMA prop
2023,2/22/2023,Mary Creek,A,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,B,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,B,North,4.6,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,B,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,B,West,0,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,C,East,0,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,C,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,C,South,0,8.1,LARA,0,,little,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,
2023,2/22/2023,Mary Creek,C,West,0,10,LARA,0,,little,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,A,East,49,0,,97.3,LARA,none,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,4,
2023,11/23/2022,Perseverance Bay,A,North,55.5,0,,0,,none,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,A,South,41,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,A,West,55,0,,76.9,RHMA,none,0,2,2,0,3,0,1,1,0,0,0,0,0,0,0,3,
2023,11/23/2022,Perseverance Bay,B,East,60.5,0,,0,,none,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,B,North,56,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,B,South,52,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/23/2022,Perseverance Bay,B,West,57.5,0,,62.5,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2023,11/23/2022,Perseverance Bay,C,East,57.1,0,,102.9,RHMA,none,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
2023,11/23/2022,Perseverance Bay,C,North,58,0,,99,RHMA,none,1,0,1,0,5,0,1,1,0,0,0,0,0,0,0,5,
2023,11/23/2022,Perseverance Bay,C,South,51,0,,161,RHMA,none,2,1,3,0,7,0,0,0,0,0,0,0,0,0,0,7,
2023,11/23/2022,Perseverance Bay,C,West,55,49,RHMA,82,RHMA,none,0,2,2,1,9,0,0,0,0,0,0,0,0,0,0,9,
2023,2/21/2023,Princess Bay,A,East,3,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,A,North,5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,A,South,2,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,A,West,15,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,B,East,0,45,RHMA,136,RHMA,none,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,
2023,2/21/2023,Princess Bay,B,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,B,South,6,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,B,West,7.4,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/21/2023,Princess Bay,C,East,0,21.5,LARA,0,,none,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,RHMA sapling total adjusted according to sapling field sheet
2023,2/21/2023,Princess Bay,C,North,0,0,,200,LARA,none,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,
2023,2/21/2023,Princess Bay,C,South,2.5,0,,177,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2023,2/21/2023,Princess Bay,C,West,2.6,8.5,,143.8,RHMA,none,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,
2023,2/23/2023,Reef Bay,A,East,5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,A,North,10,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,A,South,0,20.5,LARA,0,,none,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,A,West,5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,B,East,4.5,42,LARA,285,LARA,none,0,0,0,5,0,0,0,0,2,7,0,0,0,0,0,7,
2023,2/23/2023,Reef Bay,B,North,12.6,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,B,South,7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,B,West,12.5,0,,105,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
2023,2/23/2023,Reef Bay,C,East,7.8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,C,North,8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/23/2023,Reef Bay,C,South,6.5,0,,178,AVGE,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,
2023,2/23/2023,Reef Bay,C,West,8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,A,East,0,38.6,LARA,317,LARA,none,0,0,0,0,0,0,0,0,81,7,0,0,0,0,0,7,
2023,2/15/2023,Salt River,A,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,A,South,0,16.7,LARA,0,LARA,none,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,A,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,B,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,B,North,10.8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,B,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,B,West,100,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,C,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,C,North,4,0,,84,RHMA,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RHMA sapling totals adjusted according to sapling datasheet (-2)
2023,2/15/2023,Salt River,C,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/15/2023,Salt River,C,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,A,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,A,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,A,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,A,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,B,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,B,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,B,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,B,West,0,0,,0,,none,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,C,East,0,11.3,LARA,118,LARA,none,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,
2023,2/17/2023,Southgate,C,North,0,10.6,LARA,0,,none,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,
2023,2/17/2023,Southgate,C,South,0,0,,375,LARA,none,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,
2023,2/17/2023,Southgate,C,West,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Basin,A,East,17.7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Basin,A,North,12,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Basin,A,South,6.9,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Basin,A,West,6.7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Basin,B,East,4.6,0,,175.2,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2023,1/12/2023,STEER Basin,B,North,4.6,33.5,RHMA,0,,none,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Basin,B,South,2.9,35.9,RHMA,203,RHMA,none,0,0,0,1,3,0,0,0,0,6,0,0,0,2,0,9,LARA sapling total adjusted based on sapling field sheet (-2)
2023,1/12/2023,STEER Basin,B,West,6.2,38.2,RHMA,137,RHMA,little,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,3,
2023,1/12/2023,STEER Basin,C,East,6.2,,LARA,175,RHMA,none,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,4,
2023,1/12/2023,STEER Basin,C,North,4.2,0,,99,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2023,1/12/2023,STEER Basin,C,South,9,11.1,LARA,0,,little,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Basin,C,West,2.7,31.5,RHMA,244,RHMA,none,0,0,0,4,2,4,0,4,8,2,0,0,0,2,0,4,
2023,1/12/2023,STEER Fringe,A,East,8.7,0,,187,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2023,1/12/2023,STEER Fringe,A,North,9.2,0,,149.5,RHMA,none,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
2023,1/12/2023,STEER Fringe,A,South,12,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Fringe,A,West,16.1,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Fringe,B,East,5.7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Fringe,B,North,3,0,,400,RHMA,none,1,5,6,0,8,0,0,0,0,0,0,0,0,0,0,8,
2023,1/12/2023,STEER Fringe,B,South,3.2,0,,450,RHMA,none,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,11,
2023,1/12/2023,STEER Fringe,B,West,3.5,29.5,RHMA,400,RHMA,none,3,0,3,2,9,0,0,0,0,0,0,0,0,0,0,9,
2023,1/12/2023,STEER Fringe,C,East,2.9,24.5,LARA,330,RHMA,none,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,2,
2023,1/12/2023,STEER Fringe,C,North,7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Fringe,C,South,7.8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/12/2023,STEER Fringe,C,West,7.3,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Turner Bay,A,East,0,42.3,RHMA,400,RHMA,none,2,1,3,4,0,0,0,0,0,2,0,0,0,0,0,2,2 dead LARA
2023,2/22/2023,Turner Bay,A,North,0,0,,600,RHMA,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2023,2/22/2023,Turner Bay,A,South,1,49,RHMA,63.5,RHMA,none,5,0,5,52,3,0,0,0,0,0,0,0,0,0,0,3,
2023,2/22/2023,Turner Bay,A,West,0,43,RHMA,0,,none,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Turner Bay,B,East,15,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Turner Bay,B,North,23,41.8,RHMA,0,,none,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Turner Bay,B,South,8,39,RHMA,0,,none,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,
2023,2/22/2023,Turner Bay,B,West,5,47.6,RHMA,0,,none,3,2,5,29,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Turner Bay,C,East,13.5,45.4,RHMA,0,,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Turner Bay,C,North,15,40.5,RHMA,53.6,RHMA,none,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,
2023,2/22/2023,Turner Bay,C,South,9,38.3,RHMA,0,,none,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2/22/2023,Turner Bay,C,West,8,42,RHMA,52,RHMA,none,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,2,
2023,11/21/2022,Vessup Bay,A,East,0,14.1,LARA,126,LARA,little,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0,1,
2023,11/21/2022,Vessup Bay,A,North,18,13.2,LARA,0,,little,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,A,South,0,11.9,LARA,0,,moderate,1,1,2,0,0,2,2,4,20,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,A,West,4.7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,B,East,11.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,B,North,17,0,,0,,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,B,South,0,0,,0,,little,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,B,West,1.5,0,,0,,none,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,C,East,4.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,C,North,10,0,,0,,moderate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,C,South,0,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,11/21/2022,Vessup Bay,C,West,5,0,,0,,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,A,East,0,8,LARA,0,,none,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,A,North,0,28.9,LARA,0,,none,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,A,South,7,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,A,West,18,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,B,East,0,25,LARA,0,,none,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,B,North,0,22.3,LARA,0,,little,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,B,South,4.4,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,B,West,8,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,C,East,0,6.9,LARA,0,,little,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,C,North,14,12,LARA,0,,none,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,
2023,1/23/2023,Water Creek ,C,South,7,0,,0,,none,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,9,"2 dead lara saplings (97cm height, 2.06 DBH; 170cm height, 1.56 DBH)"
2023,1/23/2023,Water Creek ,C,West,31.2,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6/5/2024,Brewers Bay,A,East,2.5,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6/5/2024,Brewers Bay,A,North,0,32.6,LARA,0,,none,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2024,6/5/2024,Brewers Bay,A,South,19.2,0,,0,,little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6/5/2024,Brewers Bay,A,West,0,0,,75.5,LARA,moderate,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,
2024,6/10/2024,Brewers Bay,B,East,1,0,,0,,none,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,
2024,6/10/2024,Brewers Bay,B,North,0.5,0,,0,,none,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
2024,6/10/2024,Brewers Bay,B,South,0,15.6,LARA,285,LARA,none,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,
2024,6/10/2024,Brewers Bay,B,West,1.5,0,,0,,none,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,
2024,6/17/2024,Brewers Bay,C,East,9,0,,71,RHMA,none,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,
2024,6/17/2024,Brewers Bay,C,North,0,15,RHMA,126,LARA,none,0,2,2,1,4,0,0,0,0,1,0,0,0,0,0,5,
2024,6/17/2024,Brewers Bay,C,South,0,0,,175,RHMA,none,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,
2024,6/17/2024,Brewers Bay,C,West,0,0,,192,RHMA,none,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,8,
2024,6/11/2024,Compass Point,A,East,1.8,44.5,,86.5,,none,0,6,6,6,1,0,0,0,0,0,0,0,0,0,0,1,RHMA sapling total adjusted (-6) according to sapling datasheet
2024,6/11/2024,Compass Point,A,North,0.8,43.2,RHMA,198.12,RHMA,none,0,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,
2024,6/11/2024,Compass Point,A,South ,,48,,3.22,,none,1,85,86,12,3,0,0,0,0,0,0,0,0,0,0,3,
2024,6/11/2024,Compass Point,A,West,1.7,,,94.8,,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2024,6/11/2024,Compass Point,B,East,0.5,49.5,,281.94,,none,0,5,5,23,4,0,0,0,0,0,0,0,0,0,0,4,
2024,6/11/2024,Compass Point,B,North ,11.8,42.5,,226.5,,none,0,3,3,1,7,0,0,0,0,0,0,0,0,0,0,7,
2024,6/11/2024,Compass Point,B,South ,0.5,26,,46.5,,none,0,2,2,22,9,0,0,0,0,0,0,0,0,0,0,9,
2024,6/11/2024,Compass Point,B,West,80,45,,,,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2024,6/11/2024,Compass Point,C,East,,26.4,,1.55,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,
2024,6/11/2024,Compass Point,C,North,,,,1.98,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,
2024,6/11/2024,Compass Point,C,South,1,,,40.5,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
2024,6/11/2024,Compass Point,C,West,3.5,,,830,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
2024,7/17/2024,Francis Bay,A,East,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,7/17/2024,Francis Bay,A,North,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,7/17/2024,Francis Bay,A,South,0,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,7/17/2024,Francis Bay,A,West,2,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2024,7/17/2024,Francis Bay,B,East,8,0,,0,,none,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,
2024,7/17/2024,Francis Bay,B,North,11.5,0,,0,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,7/17/2024,Francis Bay,B,South,2,0,,0,,none,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,
2024,7/17/2024,Francis Bay,B,West,8,0,,0,,none,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,
